,odd src,odd href,odd,silver,odd (2),odd href (2),dbclubcrest src,odd href (3),dbclubcrest src (2),odd href (4),dbnationflag src,swapHeader,swapHeader (2),swapHeader (3),swapHeader (4),swapHeader (5),swapHeader (6),odd (3),odd (4),even src,even href,even,even (2),even href (2),even href (3),even href (4),even (3),even (4),silverrare,bronze,bronzerare,gold,goldrare,legend,carniball,goldif
936,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13155/han-jiaqi,Han Jiaqi,,GK,https://wefut.com/club/111768/25,https://static.wefut.com/assets/images/fut25/clubbadges/111768.png,https://wefut.com/league/2012/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,https://wefut.com/nation/155/25,https://static.wefut.com/assets/images/nation_flag/155.jpg,66,62,58,69,34,59,3★,1★,,,,,,,,,,,,63.0,,,,,
937,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/110955.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,,https://static.wefut.com/assets/images/nation_flag/155.jpg,62,62,58,65,54,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13110/ma-zhen,Ma Zhen,GK,https://wefut.com/club/110955/25,https://wefut.com/league/2012/25,https://wefut.com/nation/155/25,2★,1★,,,63.0,,,,,
938,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13100/thomas-hasal,Thomas Hasal,,GK,https://wefut.com/club/112996/25,https://static.wefut.com/assets/images/fut25/clubbadges/112996.png,https://wefut.com/league/39/25,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,https://wefut.com/nation/70/25,https://static.wefut.com/assets/images/nation_flag/70.jpg,63,60,58,66,27,61,1★,1★,,,,,,,,,,,,63.0,,,,,
939,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/100761.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/330.png,,https://static.wefut.com/assets/images/nation_flag/39.jpg,62,61,69,68,41,58,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13096/andrei-vlad,Andrei Vlad,GK,https://wefut.com/club/100761/25,https://wefut.com/league/330/25,https://wefut.com/nation/39/25,2★,1★,,,63.0,,,,,
940,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13047/thomas-callens,Thomas Callens,,GK,https://wefut.com/club/131447/25,https://static.wefut.com/assets/images/fut25/clubbadges/131447.png,https://wefut.com/league/17/25,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,https://wefut.com/nation/18/25,https://static.wefut.com/assets/images/nation_flag/18.jpg,67,64,58,63,17,61,3★,1★,,,,,,,,,,,,63.0,,,,,
941,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/445.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/65.png,,https://static.wefut.com/assets/images/nation_flag/25.jpg,63,59,60,64,49,65,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13028/brian-maher,Brian Maher,GK,https://wefut.com/club/445/25,https://wefut.com/league/65/25,https://wefut.com/nation/25/25,3★,1★,,,63.0,,,,,
942,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13008/andrea-dini,Andrea Dini,,GK,https://wefut.com/club/110908/25,https://static.wefut.com/assets/images/fut25/clubbadges/110908.png,https://wefut.com/league/32/25,https://static.wefut.com/assets/images/fut25/leaguebadges/32.png,https://wefut.com/nation/27/25,https://static.wefut.com/assets/images/nation_flag/27.jpg,64,64,56,66,29,65,3★,1★,,,,,,,,,,,,63.0,,,,,
943,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/543.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/20.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,64,61,63,62,22,64,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12999/alexander-weidinger,Alexander Weidinger,GK,https://wefut.com/club/543/25,https://wefut.com/league/20/25,https://wefut.com/nation/21/25,3★,1★,,,63.0,,,,,
944,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12994/lukas-watkowiak,Lukas Watkowiak,,GK,https://wefut.com/club/898/25,https://static.wefut.com/assets/images/fut25/clubbadges/898.png,https://wefut.com/league/189/25,https://static.wefut.com/assets/images/fut25/leaguebadges/189.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,62,60,61,66,21,64,3★,1★,,,,,,,,,,,,63.0,,,,,
945,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111393.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/351.png,,https://static.wefut.com/assets/images/nation_flag/195.jpg,65,59,60,66,30,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12988/james-delianov,James Delianov,GK,https://wefut.com/club/111393/25,https://wefut.com/league/351/25,https://wefut.com/nation/195/25,3★,1★,,,63.0,,,,,
946,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12964/alfie-whiteman,Alfie Whiteman,,GK,https://wefut.com/club/18/25,https://static.wefut.com/assets/images/fut25/clubbadges/18.png,https://wefut.com/league/13/25,https://static.wefut.com/assets/images/fut25/leaguebadges/13.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,68,58,56,71,32,60,2★,1★,,,,,,,,,,,,63.0,,,,,
947,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1443.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1.png,,https://static.wefut.com/assets/images/nation_flag/13.jpg,66,62,64,64,31,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12954/oscar-hedvall,Oscar Hedvall,GK,https://wefut.com/club/1443/25,https://wefut.com/league/1/25,https://wefut.com/nation/13/25,3★,1★,,,63.0,,,,,
948,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12945/thijmen-nijhuis,Thijmen Nijhuis,,GK,https://wefut.com/club/100325/25,https://static.wefut.com/assets/images/fut25/clubbadges/100325.png,https://wefut.com/league/322/25,https://static.wefut.com/assets/images/fut25/leaguebadges/322.png,https://wefut.com/nation/34/25,https://static.wefut.com/assets/images/nation_flag/34.jpg,65,57,58,64,17,63,3★,1★,,,,,,,,,,,,63.0,,,,,
949,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/698.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/95.jpg,63,62,67,68,29,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12937/andrew-tarbell,Andrew Tarbell,GK,https://wefut.com/club/698/25,https://wefut.com/league/39/25,https://wefut.com/nation/95/25,2★,1★,,,63.0,,,,,
950,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12934/thomas-heward-belle,Thomas Heward-Belle,,GK,https://wefut.com/club/114023/25,https://static.wefut.com/assets/images/fut25/clubbadges/114023.png,https://wefut.com/league/351/25,https://static.wefut.com/assets/images/fut25/leaguebadges/351.png,https://wefut.com/nation/195/25,https://static.wefut.com/assets/images/nation_flag/195.jpg,64,65,58,63,34,60,2★,1★,,,,,,,,,,,,63.0,,,,,
951,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/101033.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/68.png,,https://static.wefut.com/assets/images/nation_flag/48.jpg,65,63,58,64,46,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12929/yavuz-aygun,Yavuz Aygün,GK,https://wefut.com/club/101033/25,https://wefut.com/league/68/25,https://wefut.com/nation/48/25,1★,1★,,,63.0,,,,,
952,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12897/earl-edwards-jr,Earl Edwards Jr.,,GK,https://wefut.com/club/691/25,https://static.wefut.com/assets/images/fut25/clubbadges/691.png,https://wefut.com/league/39/25,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,https://wefut.com/nation/95/25,https://static.wefut.com/assets/images/nation_flag/95.jpg,63,62,63,63,42,65,2★,1★,,,,,,,,,,,,63.0,,,,,
953,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/15048.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,62,65,61,62,37,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12888/luke-mcgee,Luke McGee,GK,https://wefut.com/club/15048/25,https://wefut.com/league/61/25,https://wefut.com/nation/14/25,3★,1★,,,63.0,,,,,
954,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12880/tomasz-loska,Tomasz Loska,,GK,https://wefut.com/club/111092/25,https://static.wefut.com/assets/images/fut25/clubbadges/111092.png,https://wefut.com/league/66/25,https://static.wefut.com/assets/images/fut25/leaguebadges/66.png,https://wefut.com/nation/37/25,https://static.wefut.com/assets/images/nation_flag/37.jpg,65,60,59,67,37,61,2★,1★,,,,,,,,,,,,63.0,,,,,
955,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/503.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,65,56,62,49,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12865/daniel-mesenholer,Daniel Mesenhöler,GK,https://wefut.com/club/503/25,https://wefut.com/league/2076/25,https://wefut.com/nation/21/25,3★,1★,,,63.0,,,,,
956,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12862/callum-burton,Callum Burton,,GK,https://wefut.com/club/1947/25,https://static.wefut.com/assets/images/fut25/clubbadges/1947.png,https://wefut.com/league/60/25,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,65,62,60,65,43,59,3★,1★,,,,,,,,,,,,63.0,,,,,
957,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/131511.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,,https://static.wefut.com/assets/images/nation_flag/56.jpg,66,63,58,62,43,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12855/pier-grazziani,Pier Grazziani,GK,https://wefut.com/club/131511/25,https://wefut.com/league/1014/25,https://wefut.com/nation/56/25,3★,1★,,,63.0,,,,,
958,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12842/tim-paterok,Tim Paterok,,GK,https://wefut.com/club/523/25,https://static.wefut.com/assets/images/fut25/clubbadges/523.png,https://wefut.com/league/2076/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2076.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,66,62,62,66,33,63,2★,1★,,,,,,,,,,,,63.0,,,,,
959,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1447.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1.png,,https://static.wefut.com/assets/images/nation_flag/13.jpg,63,65,55,63,39,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12820/nicolai-flo,Nicolai Flø,GK,https://wefut.com/club/1447/25,https://wefut.com/league/1/25,https://wefut.com/nation/13/25,2★,1★,,,63.0,,,,,
960,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12817/thomas-castella,Thomas Castella,,GK,https://wefut.com/club/1862/25,https://static.wefut.com/assets/images/fut25/clubbadges/1862.png,https://wefut.com/league/189/25,https://static.wefut.com/assets/images/fut25/leaguebadges/189.png,https://wefut.com/nation/47/25,https://static.wefut.com/assets/images/nation_flag/47.jpg,65,62,62,62,45,64,2★,1★,,,,,,,,,,,,63.0,,,,,
961,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/687.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/95.jpg,66,63,62,60,17,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12803/evan-bush,Evan Bush,GK,https://wefut.com/club/687/25,https://wefut.com/league/39/25,https://wefut.com/nation/95/25,2★,1★,,,63.0,,,,,
962,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12787/raul-olivares,Raúl Olivares,,GK,https://wefut.com/club/116292/25,https://static.wefut.com/assets/images/fut25/clubbadges/116292.png,https://wefut.com/league/1014/25,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,https://wefut.com/nation/55/25,https://static.wefut.com/assets/images/nation_flag/55.jpg,62,63,64,66,31,57,2★,1★,,,,,,,,,,,,63.0,,,,,
963,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1814.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/17.png,,https://static.wefut.com/assets/images/nation_flag/18.jpg,61,65,62,64,43,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12767/maxime-hautbois,Maxime Hautbois,GK,https://wefut.com/club/1814/25,https://wefut.com/league/17/25,https://wefut.com/nation/18/25,2★,1★,,,63.0,,,,,
964,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12744/jo-coppens,Jo Coppens,,GK,https://wefut.com/club/680/25,https://static.wefut.com/assets/images/fut25/clubbadges/680.png,https://wefut.com/league/4/25,https://static.wefut.com/assets/images/fut25/leaguebadges/4.png,https://wefut.com/nation/7/25,https://static.wefut.com/assets/images/nation_flag/7.jpg,65,60,62,62,43,64,2★,1★,,,,,,,,,,,,63.0,,,,,
965,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/10.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/13.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,61,63,61,62,35,65,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12730/scott-carson,Scott Carson,GK,https://wefut.com/club/10/25,https://wefut.com/league/13/25,https://wefut.com/nation/14/25,3★,1★,,,63.0,,,,,
966,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13594/josefine-osigus,Josefine Osigus,,GK,https://wefut.com/club/116003/25,https://static.wefut.com/assets/images/fut25/clubbadges/116003.png,https://wefut.com/league/2215/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2215.png,https://wefut.com/nation/21/25,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,64,58,63,32,61,2★,1★,,,,,,,,,,,63.0,,,,,,
967,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1944.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/55.jpg,64,61,62,64,38,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13547/vicente-reyes,Vicente Reyes,GK,https://wefut.com/club/1944/25,https://wefut.com/league/60/25,https://wefut.com/nation/55/25,3★,1★,,63.0,,,,,,
968,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13490/niek-schiks,Niek Schiks,,GK,https://wefut.com/club/247/25,https://static.wefut.com/assets/images/fut25/clubbadges/247.png,https://wefut.com/league/10/25,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,https://wefut.com/nation/34/25,https://static.wefut.com/assets/images/nation_flag/34.jpg,63,62,63,60,18,64,2★,1★,,,,,,,,,,,63.0,,,,,,
969,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/36.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/19.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,64,58,61,65,40,59,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13450/dennis-seimen,Dennis Seimen,GK,https://wefut.com/club/36/25,https://wefut.com/league/19/25,https://wefut.com/nation/21/25,4★,1★,,63.0,,,,,,
970,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13368/francisco-meixedo,Francisco Meixedo,,GK,https://wefut.com/club/718/25,https://static.wefut.com/assets/images/fut25/clubbadges/718.png,https://wefut.com/league/308/25,https://static.wefut.com/assets/images/fut25/leaguebadges/308.png,https://wefut.com/nation/38/25,https://static.wefut.com/assets/images/nation_flag/38.jpg,61,63,58,64,31,64,2★,1★,,,,,,,,,,,63.0,,,,,,
971,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/169.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/19.png,,https://static.wefut.com/assets/images/nation_flag/21.jpg,63,62,59,64,32,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13316/lasse-riess,Lasse Rieß,GK,https://wefut.com/club/169/25,https://wefut.com/league/19/25,https://wefut.com/nation/21/25,3★,1★,,63.0,,,,,,
972,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13305/franco-ravizzoli,Franco Ravizzoli,,GK,https://wefut.com/club/1933/25,https://static.wefut.com/assets/images/fut25/clubbadges/1933.png,https://wefut.com/league/60/25,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,https://wefut.com/nation/52/25,https://static.wefut.com/assets/images/nation_flag/52.jpg,63,63,63,62,27,63,2★,1★,,,,,,,,,,,63.0,,,,,,
973,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/819.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1.png,,https://static.wefut.com/assets/images/nation_flag/13.jpg,64,62,63,65,39,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13299/theo-sander,Theo Sander,GK,https://wefut.com/club/819/25,https://wefut.com/league/1/25,https://wefut.com/nation/13/25,3★,1★,,63.0,,,,,,
974,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13234/maxime-delanghe,Maxime Delanghe,,GK,https://wefut.com/club/1750/25,https://static.wefut.com/assets/images/fut25/clubbadges/1750.png,https://wefut.com/league/4/25,https://static.wefut.com/assets/images/fut25/leaguebadges/4.png,https://wefut.com/nation/7/25,https://static.wefut.com/assets/images/nation_flag/7.jpg,63,62,63,65,21,64,3★,1★,,,,,,,,,,,63.0,,,,,,
975,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/15009.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/80.png,,https://static.wefut.com/assets/images/nation_flag/4.jpg,65,64,57,66,32,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13210/ammar-helac,Ammar Helac,GK,https://wefut.com/club/15009/25,https://wefut.com/league/80/25,https://wefut.com/nation/4/25,2★,1★,,63.0,,,,,,
976,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13208/teddy-boulhendi,Teddy Boulhendi,,GK,https://wefut.com/club/72/25,https://static.wefut.com/assets/images/fut25/clubbadges/72.png,https://wefut.com/league/16/25,https://static.wefut.com/assets/images/fut25/leaguebadges/16.png,https://wefut.com/nation/97/25,https://static.wefut.com/assets/images/nation_flag/97.jpg,63,62,62,63,49,61,3★,1★,,,,,,,,,,,63.0,,,,,,
977,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/111327.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1003.png,,https://static.wefut.com/assets/images/nation_flag/55.jpg,62,61,57,65,31,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13189/martin-parra,Martín Parra,GK,https://wefut.com/club/111327/25,https://wefut.com/league/1003/25,https://wefut.com/nation/55/25,3★,1★,,63.0,,,,,,
978,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13177/jakob-tannander,Jakob Tånnander,,GK,https://wefut.com/club/113458/25,https://static.wefut.com/assets/images/fut25/clubbadges/113458.png,https://wefut.com/league/56/25,https://static.wefut.com/assets/images/fut25/leaguebadges/56.png,https://wefut.com/nation/46/25,https://static.wefut.com/assets/images/nation_flag/46.jpg,64,62,59,64,51,63,3★,1★,,,,,,,,,,,63.0,,,,,,
979,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112199.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/41.png,,https://static.wefut.com/assets/images/nation_flag/17.jpg,62,63,64,64,54,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13163/carljohan-eriksson,Carljohan Eriksson,GK,https://wefut.com/club/112199/25,https://wefut.com/league/41/25,https://wefut.com/nation/17/25,1★,1★,,63.0,,,,,,
980,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13152/eder-hermoza,Éder Hermoza,,GK,https://wefut.com/club/116263/25,https://static.wefut.com/assets/images/fut25/clubbadges/116263.png,https://wefut.com/league/1014/25,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,https://wefut.com/nation/59/25,https://static.wefut.com/assets/images/nation_flag/59.jpg,62,61,61,63,53,64,2★,1★,,,,,,,,,,,63.0,,,,,,
981,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/114511.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/1014.png,,https://static.wefut.com/assets/images/nation_flag/59.jpg,59,62,59,62,51,64,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13151/joel-pinto,Joel Pinto,GK,https://wefut.com/club/114511/25,https://wefut.com/league/1014/25,https://wefut.com/nation/59/25,1★,1★,,63.0,,,,,,
982,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13086/bruno-bertinato,Bruno Bertinato,,GK,https://wefut.com/club/205/25,https://static.wefut.com/assets/images/fut25/clubbadges/205.png,https://wefut.com/league/31/25,https://static.wefut.com/assets/images/fut25/leaguebadges/31.png,https://wefut.com/nation/54/25,https://static.wefut.com/assets/images/nation_flag/54.jpg,64,62,58,63,19,62,3★,1★,,,,,,,,,,,63.0,,,,,,
983,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112828.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/39.png,,https://static.wefut.com/assets/images/nation_flag/95.jpg,63,61,71,58,22,66,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13084/luis-barraza,Luis Barraza,GK,https://wefut.com/club/112828/25,https://wefut.com/league/39/25,https://wefut.com/nation/95/25,3★,1★,,63.0,,,,,,
984,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/13039/jon-mccracken,Jon McCracken,,GK,https://wefut.com/club/180/25,https://static.wefut.com/assets/images/fut25/clubbadges/180.png,https://wefut.com/league/50/25,https://static.wefut.com/assets/images/fut25/leaguebadges/50.png,https://wefut.com/nation/42/25,https://static.wefut.com/assets/images/nation_flag/42.jpg,64,62,60,65,35,62,2★,1★,,,,,,,,,,,63.0,,,,,,
985,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1908.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,,https://static.wefut.com/assets/images/nation_flag/129.jpg,64,60,64,65,41,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12992/issam-el-maach,Issam El Maach,GK,https://wefut.com/club/1908/25,https://wefut.com/league/10/25,https://wefut.com/nation/129/25,3★,1★,,63.0,,,,,,
986,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12980/kristoffer-klaesson,Kristoffer Klaesson,,GK,https://wefut.com/club/114326/25,https://static.wefut.com/assets/images/fut25/clubbadges/114326.png,https://wefut.com/league/66/25,https://static.wefut.com/assets/images/fut25/leaguebadges/66.png,https://wefut.com/nation/36/25,https://static.wefut.com/assets/images/nation_flag/36.jpg,63,61,63,65,34,62,2★,1★,,,,,,,,,,,63.0,,,,,,
987,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/89.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,65,59,59,63,37,63,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12933/will-mannion,Will Mannion,GK,https://wefut.com/club/89/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,2★,1★,,63.0,,,,,,
988,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12911/mike-hauptmeijer,Mike Hauptmeijer,,GK,https://wefut.com/club/1914/25,https://static.wefut.com/assets/images/fut25/clubbadges/1914.png,https://wefut.com/league/10/25,https://static.wefut.com/assets/images/fut25/leaguebadges/10.png,https://wefut.com/nation/34/25,https://static.wefut.com/assets/images/nation_flag/34.jpg,60,62,61,64,34,63,2★,1★,,,,,,,,,,,63.0,,,,,,
989,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/1944.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,63,62,63,63,41,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12887/jack-stevens,Jack Stevens,GK,https://wefut.com/club/1944/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,63.0,,,,,,
990,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12883/alex-bass,Alex Bass,,GK,https://wefut.com/club/1937/25,https://static.wefut.com/assets/images/fut25/clubbadges/1937.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/14/25,https://static.wefut.com/assets/images/nation_flag/14.jpg,64,61,63,65,58,60,3★,1★,,,,,,,,,,,63.0,,,,,,
991,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/897.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/189.png,,https://static.wefut.com/assets/images/nation_flag/51.jpg,63,63,64,63,46,64,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12876/vaso-vasic,Vaso Vasić,GK,https://wefut.com/club/897/25,https://wefut.com/league/189/25,https://wefut.com/nation/51/25,3★,1★,,63.0,,,,,,
992,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12871/craig-macgillivray,Craig MacGillivray,,GK,https://wefut.com/club/1798/25,https://static.wefut.com/assets/images/fut25/clubbadges/1798.png,https://wefut.com/league/61/25,https://static.wefut.com/assets/images/fut25/leaguebadges/61.png,https://wefut.com/nation/42/25,https://static.wefut.com/assets/images/nation_flag/42.jpg,63,62,64,63,51,62,3★,1★,,,,,,,,,,,63.0,,,,,,
993,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/15015.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/60.png,,https://static.wefut.com/assets/images/nation_flag/14.jpg,63,63,63,63,35,62,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12866/harry-isted,Harry Isted,GK,https://wefut.com/club/15015/25,https://wefut.com/league/60/25,https://wefut.com/nation/14/25,3★,1★,,63.0,,,,,,
994,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12856/han-rongze,Han Rongze,,GK,https://wefut.com/club/112985/25,https://static.wefut.com/assets/images/fut25/clubbadges/112985.png,https://wefut.com/league/2012/25,https://static.wefut.com/assets/images/fut25/leaguebadges/2012.png,https://wefut.com/nation/155/25,https://static.wefut.com/assets/images/nation_flag/155.jpg,62,61,64,63,41,63,3★,1★,,,,,,,,,,,63.0,,,,,,
995,,,,,,,https://static.wefut.com/assets/images/fut25/clubbadges/112558.png,,https://static.wefut.com/assets/images/fut25/leaguebadges/83.png,,https://static.wefut.com/assets/images/nation_flag/167.jpg,65,63,62,62,42,61,,,https://static.wefut.com/assets/images/green_plus.png,https://wefut.com/player/25/12853/no-dong-geon,No Dong Geon,GK,https://wefut.com/club/112558/25,https://wefut.com/league/83/25,https://wefut.com/nation/167/25,3★,1★,,63.0,,,,,,
